,BHK,Address,Latitude,Longitude,Size(Acres),Deposit(Rs),Rent(Rs),Furnishing,Property Age,Available For, Immediate Possesion,Link
27,2, Whitefield,12.968,77.736,1195,160000,25000,Full Furnished,1-3 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-whitefield-bangalore-for-rs-25000/ff808181695279430169549ca2897754/detail
28,3, Akshayanagar,12.874,77.619,1670,250000,26000,Semi Furnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-akshayanagar-bangalore-for-rs-26000/8a9f9a8276e92f860176e9ac2f040409/detail
30,2, Whitefield,12.99,77.717,1200,100000,20000,Semi Furnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-whitefield-bangalore-for-rs-20000/8a9f823e7636e5190176372b68081c8b/detail
31,3, Brookefield,12.964,77.728,1900,200000,35000,Semi Furnished,Newly Constructed,All,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-brookefield-bangalore-for-rs-35000/ff8081816ca9bd5e016caaa5cff96d3a/detail
33,2, Begur,12.887,77.631,700,70000,10000,UnFurnished,1-3 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-begur-bangalore-for-rs-10000/ff8081815e32da5a015e33225b0728e8/detail
34,2, Rajajinagar,12.998,77.558,1250,125000,17000,Semi Furnished,3-5 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-rajajinagar-bangalore-for-rs-17000/8a9f93ae74071f480174075f84fe205d/detail
35,2, Kadubeesanahalli,12.937,77.703,1150,100000,20000,Semi Furnished,3-5 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-kadubeesanahalli-bangalore-for-rs-20000/ff808181571a341c01571a5777710119/detail
38,1, Hsr Layout,12.914,77.637,800,100000,15000,Semi Furnished,1-3 years ,Family,18-Jan-2021,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-hsr-layout-bangalore-for-rs-15000/ff8081816507f64a0165089550303d16/detail
42,3, Vijaya Nagar,12.976,77.526,1800,200000,33000,Semi Furnished,>10 years ,Family,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-vijaya-nagar-bangalore-for-rs-33000/8a9fa08276f4c6200176f53426ad1f00/detail
43,2, Hsr Layout,12.906,77.638,1000,150000,22000,Semi Furnished,1-3 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-hsr-layout-bangalore-for-rs-22000/ff8081815e1d947c015e229b768f7032/detail
46,3, Kaikondrahalli,12.917,77.677,1600,80000,19000,Semi Furnished,1-3 years ,All,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-kaikondrahalli-bangalore-for-rs-19000/8a9f91d573f7ae140173fae4813b0a79/detail
48,1, Begur,12.885,77.629,400,30000,7000,Semi Furnished,1-3 years ,Family,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-begur-bangalore-for-rs-7000/8a9f92267458e0410174599ac8d05c17/detail
49,3, Banashankari,12.921,77.55,1200,190000,19000,Semi Furnished,5-10 years ,Family,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-banashankari-bangalore-for-rs-19000/ff80818164a6e3630164a6e6810a01b2/detail
50,2, Hsr Layout,12.92,77.647,800,80000,23000,Semi Furnished,1-3 years ,All,01-Feb-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-hsr-layout-bangalore-for-rs-23000/8a9f93a473398a6b01733e35b1642ffe/detail
51,2, Chikkakannalli,12.896,77.708,1026,240000,24000,Semi Furnished,1-3 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-chikkakannalli-bangalore-for-rs-24000/8a9f938874cec6ed0174d017f74a759a/detail
52,2, Chikkakannalli,12.895,77.702,1150,100000,19000,Semi Furnished,3-5 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-chikkakannalli-bangalore-for-rs-19000/ff80818157529ffb015761014d8a3abc/detail
53,3, Mathikere,13.04,77.555,1230,210000,22000,Semi Furnished,>10 years ,All,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-mathikere-bangalore-for-rs-22000/ff8081815ebd9b46015ebdb5cd370420/detail
55,2, Mahadevapura,12.994,77.665,1242,300000,35000,Full Furnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-mahadevapura-bangalore-for-rs-35000/ff8081816574a3200165755d3c5c6a96/detail
57,3, Harlur,12.892,77.667,1565,150000,35000,Full Furnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-harlur-bangalore-for-rs-35000/8a9f82b87086dce801708745dea428fd/detail
58,2, Indiranagar,12.982,77.637,680,180000,18000,Semi Furnished,>10 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-indiranagar-bangalore-for-rs-18000/ff80818165dbc8130165e2cbebc06b15/detail
59,1, Hongasandra,12.89,77.625,550,50000,8500,Semi Furnished,1-3 years ,Family,15-Jan-2021,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-hongasandra-bangalore-for-rs-8500/8a9f9c8276da41f70176da61b6520096/detail
61,1, Hsr Layout,12.912,77.645,450,50000,11000,Semi Furnished,Newly Constructed,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-hsr-layout-bangalore-for-rs-11000/8a9f93d476093839017609b89fad25f9/detail
62,3, Mahadevapura,12.984,77.689,1560,100000,28000,Semi Furnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-mahadevapura-bangalore-for-rs-28000/8a9f82c374f997bc0174f9fae0f51e49/detail
63,1, Indiranagar,12.971,77.637,650,60000,13000,Semi Furnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-indiranagar-bangalore-for-rs-13000/ff8081816631323d0166339246bd0152/detail
64,3, Bilekahalli,12.902,77.603,1570,200000,27000,Semi Furnished,>10 years ,All,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-bilekahalli-bangalore-for-rs-27000/8a9f923176691a14017669a2153f0a3f/detail
65,2, Jp Nagar,12.888,77.578,1040,150000,23000,Semi Furnished,>10 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-jp-nagar-bangalore-for-rs-23000/8a9f828f754a8df801754a952f2602aa/detail
67,2, Kasavanahalli,12.909,77.663,973,150000,22000,Semi Furnished,3-5 years ,All,17-Jan-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-kasavanahalli-bangalore-for-rs-22000/ff808181664348c30166436a5c0309e9/detail
70,2, Bellandur,12.922,77.677,1050,150000,30000,Full Furnished,>10 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-bellandur-bangalore-for-rs-30000/8a9f91c3733e3ad90173422c3bbe50ca/detail
75,2, Whitefield,12.983,77.745,1100,100000,22000,Semi Furnished,3-5 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-whitefield-bangalore-for-rs-22000/8a9fac8276eb1e8f0176eb9fa1b13416/detail
78,3, Whitefield,12.967,77.736,1315,120000,25000,Full Furnished,3-5 years ,All,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-whitefield-bangalore-for-rs-25000/ff8081816daf0e5b016db04a7ea14a4b/detail
79,2, Kasavanahalli,12.904,77.676,900,80000,18000,Semi Furnished,Newly Constructed,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-kasavanahalli-bangalore-for-rs-18000/8a9f8eea6f8fa6f0016f9811fb9c4ed2/detail
80,1, Nagarbhavi,12.972,77.513,500,75000,8000,Semi Furnished,3-5 years ,Family,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-nagarbhavi-bangalore-for-rs-8000/ff8081814e5cc5af014e6d73f9180f73/detail
81,2, Brookefield,12.972,77.715,1200,150000,23000,Semi Furnished,3-5 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-brookefield-bangalore-for-rs-23000/8a9f939475641551017564ac95154a09/detail
82,2, Hongasandra,12.889,77.622,1265,150000,16000,Semi Furnished,3-5 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-hongasandra-bangalore-for-rs-16000/8a9f80ae6fe7e0c3016fea6fac682cc1/detail
83,1, Kasavanahalli,12.904,77.676,600,50000,11800,Semi Furnished,Newly Constructed,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-kasavanahalli-bangalore-for-rs-11800/8a9f8f876f756117016f756b4b8a0204/detail
84,3, Brookefield,12.96,77.716,1264,50000,30000,Full Furnished,>10 years ,All,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-brookefield-bangalore-for-rs-30000/8a9f97b376a25ffb0176a2dcfc132643/detail
85,2, Balagere,12.939,77.72,1210,175000,30000,Semi Furnished,Newly Constructed,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-balagere-bangalore-for-rs-30000/8a9f8a167037f92201703886a17d46a0/detail
86,1, Balagere,12.94,77.729,660,100000,20000,Semi Furnished,1-3 years ,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-balagere-bangalore-for-rs-20000/8a9fa78276dcf4c70176dd19fc9a0b6c/detail
87,3, Chikkakannalli,12.896,77.708,1446,100000,31000,Full Furnished,3-5 years ,All,14-Jan-2021,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-chikkakannalli-bangalore-for-rs-31000/8a9f93a1762bec8601762c8112a63200/detail
89,3, Rr Nagar,12.924,77.505,1415,160000,16500,Semi Furnished,5-10 years ,Family,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-rr-nagar-bangalore-for-rs-16500/8a9f82a26fb4a107016fbe6704f02672/detail
90,3, Arekere,12.889,77.598,1600,80000,25000,Semi Furnished,>10 years ,All,15-Jan-2021,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-arekere-bangalore-for-rs-25000/8a9f93757329271b01732977029222a6/detail
92,2, Kasavanahalli,12.896,77.678,1890,150000,40000,Full Furnished,1-3 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-kasavanahalli-bangalore-for-rs-40000/8a9f91867665dcd101766673348b2fc0/detail
93,3, Subramanyapura,12.885,77.545,1710,200000,24000,Semi Furnished,1-3 years ,Family,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-subramanyapura-bangalore-for-rs-24000/8a9f914175bfe1360175c03486d61ee8/detail
95,2, Thanisandra,13.056,77.642,1100,200000,21000,Full Furnished,3-5 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-thanisandra-bangalore-for-rs-21000/ff8081815b106986015b150599620e6d/detail
97,2, Koramangala,12.935,77.614,1300,150000,26000,Semi Furnished,>10 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-koramangala-bangalore-for-rs-26000/ff8081815ee16cf2015ee184a96e04a3/detail
99,2, Chikkakannalli,12.896,77.702,1264,150000,22000,Full Furnished,1-3 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-chikkakannalli-bangalore-for-rs-22000/ff8081816755d48c0167560813dd0d78/detail
100,2, Konanakunte,12.883,77.566,1238,140000,14000,Semi Furnished,5-10 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-konanakunte-bangalore-for-rs-14000/8a9f91e17550e7c70175537e86c753db/detail
101,2, Hennur Gardens,13.025,77.65,900,50000,15000,Semi Furnished,1-3 years ,All,16-Jan-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-hennur-gardens-bangalore-for-rs-15000/ff80818166d7e41e0166d83084bd1b9c/detail
102,1, Hoodi,13.004,77.719,500,50000,8500,Semi Furnished,1-3 years ,Family,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-hoodi-bangalore-for-rs-8500/ff80818163fd9fda016402b8898862bd/detail
104,2, Rt Nagar,13.02,77.594,1000,200000,20000,Semi Furnished,5-10 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-ganganagar-rt-nagar-bangalore-for-rs-20000/8a9f915b750c567001750c8a5e081967/detail
105,2, Koramangala,12.941,77.618,600,120000,16000,Semi Furnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-koramangala-8th-block-koramangala-bangalore-for-rs-16000/8a9f913975fe8bc60175fea7cee906e8/detail
107,2, Doddakannelli,12.906,77.693,1100,120000,25000,Semi Furnished,1-3 years ,All,15-Jan-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-doddakannelli-bangalore-for-rs-25000/ff8081816daf0b42016dafbece4372c6/detail
111,2, Rr Nagar,12.913,77.521,750,75000,11000,Semi Furnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-rr-nagar-bangalore-for-rs-11000/ff8081814db850bd014db97b8b8a0d57/detail
112,3, Indiranagar,12.983,77.645,1450,200000,33000,Semi Furnished,>10 years ,All,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-indira-nagar-bangalore-for-rs-33000/ff8081816eaa8386016eab8591610a93/detail
113,3, Electronic City Phase I,12.849,77.651,1565,70000,20000,Semi Furnished,5-10 years ,Family,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-electronic-city-phase-i-bangalore-for-rs-20000/8a9f829d75ac77630175ac7a37d40088/detail
114,2, Kodihalli,12.962,77.647,1050,300000,28000,Semi Furnished,>10 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-kodihalli-bangalore-for-rs-28000/8a9f9e8276cd8d010176cdccfc86172e/detail
115,1, Murgesh Pallya,12.957,77.654,700,70000,12000,Semi Furnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-murgesh-pallya-bangalore-for-rs-12000/ff8081816d0f5753016d1160d12d6fc0/detail
117,2, Chikkabellandur,12.902,77.707,1272,100000,22000,Semi Furnished,1-3 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-chikkabellandur-bangalore-for-rs-22000/8a9f928474c49acc0174cd68ebcd3709/detail
118,3, Marathahalli,12.957,77.707,1534,200000,30000,Semi Furnished,>10 years ,Family,15-Jan-2021,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-marathahalli-bangalore-for-rs-30000/8a9f91b17457edf7017458271f50209d/detail
122,2, Whitefield,12.98,77.736,800,40000,16000,Semi Furnished,Newly Constructed,All,01-Feb-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-whitefield-bangalore-for-rs-16000/ff8081816e96ba2a016e97117695593b/detail
123,3, Doddakannelli,12.915,77.685,1320,80000,21000,Semi Furnished,3-5 years ,Family,18-Jan-2021,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-doddakannelli-bangalore-for-rs-21000/ff808181599713b20159a2630981471f/detail
124,2, Mahadevapura,12.994,77.667,850,85000,15500,Semi Furnished,Newly Constructed,All,14-Jan-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-pai-layout-mahadevapura-bangalore-for-rs-15500/ff808181693505ab0169374cd1f9304a/detail
125,3, Whitefield,12.965,77.749,1500,125000,22500,Semi Furnished,5-10 years ,Family,16-Jan-2021,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-whitefield-bangalore-for-rs-22500/8a9f9147744311160174432ab1960e5a/detail
126,2, Whitefield,12.973,77.733,985,120000,17000,Semi Furnished,3-5 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-whitefield-bangalore-for-rs-17000/ff8081815eab0f69015eacf9d4b70e43/detail
127,2, Arekere,12.884,77.595,1150,100000,17000,Semi Furnished,3-5 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-arekere-bangalore-for-rs-17000/ff8081816ba1b8d0016ba1e3ada823f6/detail
128,2, Kadubeesanahalli,12.934,77.698,1195,150000,27000,Semi Furnished,1-3 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-kadubeesanahalli-bangalore-for-rs-27000/ff80818166c599b50166c8e4b05f74d5/detail
129,2, Kadubeesanahalli,12.934,77.698,1195,150000,27000,Semi Furnished,1-3 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-kadubeesanahalli-bangalore-for-rs-27000/ff80818166c599b50166c8e4b05f74d5/detail
130,2, Jp Nagar,12.907,77.575,1210,250000,25000,Semi Furnished,5-10 years ,All,01-Feb-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-jp-nagar-bangalore-for-rs-25000/ff808181553aea3801553ea9f3a92de6/detail
131,2, Bellandur,12.917,77.678,1093,100000,21500,Semi Furnished,3-5 years ,All,15-Jan-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-bellandur-bangalore-for-rs-21500/ff808181620eb34b01621966a2591612/detail
132,2, Mahadevapura,12.99,77.691,1120,100000,17500,Semi Furnished,5-10 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-mahadevapura-bangalore-for-rs-17500/ff8080814924654401492b4ae60d02b5/detail
133,2, Horamavu,13.041,77.656,1200,60000,14000,Semi Furnished,3-5 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-horamavu-bangalore-for-rs-14000/ff8081816763794d016763a9a7590e3f/detail
135,2, Electronic City,12.848,77.666,1250,100000,19000,Semi Furnished,Newly Constructed,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-electronic-city-bangalore-for-rs-19000/8a9f9f8276bb5bf20176c19ea49927d3/detail
136,3, Whitefield,12.969,77.741,1600,150000,23000,Semi Furnished,Newly Constructed,All,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-whitefield-bangalore-for-rs-23000/ff8081815b8ed11c015b9543388765b3/detail
137,2, Jayanagar,12.933,77.587,1150,200000,30000,Semi Furnished,1-3 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-jayanagar-bangalore-for-rs-30000/8a9f8b966f431ceb016f457ca2a51e5f/detail
138,3, Kasavanahalli,12.908,77.676,1200,100000,17000,Semi Furnished,5-10 years ,Family,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-kasavanahalli-bangalore-for-rs-17000/ff80818154198f57015422dc20f4770f/detail
139,3, Whitefield,12.97,77.763,1430,75000,21000,Semi Furnished,1-3 years ,All,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-immadihalli-whitefield-bangalore-for-rs-21000/ff808181644f7151016450989f287765/detail
141,2, Kasavanahalli,12.908,77.678,1197,100000,18000,Semi Furnished,1-3 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-kasavanahalli-bangalore-for-rs-18000/ff8081815f62db5b015f673d976f1ebd/detail
143,1, Doddanekkundi,12.972,77.694,600,50000,9500,Semi Furnished,1-3 years ,All,01-Feb-2021,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-doddanekkundi-bangalore-for-rs-9500/8a9f92d974f1e1dd0174f360ffc44e86/detail
146,2, Jp Nagar,12.898,77.589,1070,150000,19000,Semi Furnished,3-5 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-jp-nagar-bangalore-for-rs-19000/ff8081816e2b9b61016e30ae2cc728f5/detail
147,3, Bellandur,12.925,77.672,1350,150000,24000,Semi Furnished,>10 years ,All,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-bellandur-bangalore-for-rs-24000/ff8081815c49895b015c52ccaecf2b8e/detail
148,2, Hebbal Kempapura,13.05,77.598,1200,200000,20000,Semi Furnished,1-3 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-hebbal-kempapura-bangalore-for-rs-20000/ff8081816bc61845016bcc320ddd0471/detail
151,2, Basapura,12.867,77.655,600,50000,8500,Semi Furnished,>10 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-basapura-bangalore-for-rs-8500/8a9f86e8701a3b8101701a6bfae115fb/detail
153,2, New Tippasandra,12.976,77.653,620,120000,18000,UnFurnished,>10 years ,All,18-Jan-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-new-tippasandra-bangalore-for-rs-18000/8a9fa88376b70afe0176b7fa6e6a4c78/detail
154,2, Kadugodi,12.992,77.751,1124,60000,17000,Semi Furnished,1-3 years ,All,18-Jan-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-kadugodi-bangalore-for-rs-17000/8a9f82ed7651ee13017652300618127e/detail
155,1, Hongasandra,12.896,77.621,750,40000,9000,Semi Furnished,3-5 years ,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-hongasandra-bangalore-for-rs-9000/8a9f91e873a924880173b057f66042c5/detail
156,1, Hoodi,12.989,77.715,600,60000,12500,Semi Furnished,1-3 years ,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-hoodi-bangalore-for-rs-12500/ff80818162f7981d0163004f5a7a7716/detail
158,3, Indiranagar,12.965,77.64,1800,250000,40000,Semi Furnished,>10 years ,Family,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-indiranagar-bangalore-for-rs-40000/8a9f92267458e04101745c5822eb69cc/detail
159,3, Hoodi,12.991,77.713,1500,100000,27000,Full Furnished,1-3 years ,All,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-hoodi-bangalore-for-rs-27000/ff8081816a9b9a0b016a9bdf74861ee6/detail
161,2, Thanisandra,13.085,77.645,1080,200000,23000,Semi Furnished,3-5 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-thanisandra-bangalore-for-rs-23000/8a9f93077503766c0175038b94f70897/detail
162,2, Singasandra,12.874,77.653,1299,100000,19000,Semi Furnished,Newly Constructed,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-singasandra-bangalore-for-rs-19000/ff80818169471c7a01694762f7b12aaa/detail
164,2, Hsr Layout,12.908,77.645,1200,150000,18000,Semi Furnished,>10 years ,Family,16-Jan-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-hsr-layout-bangalore-for-rs-18000/8a9fa48276a44f120176a4c13f5c201a/detail
165,2, Harlur,12.894,77.662,1090,180000,30000,Semi Furnished,1-3 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-harlur-bangalore-for-rs-30000/8a9f92db74f83cb30174f8491e9c06e0/detail
166,2, Panathur,12.939,77.72,1007,150000,23000,Semi Furnished,3-5 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-panathur-bangalore-for-rs-23000/ff8081815b09b55e015b09dd04a30a6f/detail
167,1, C V Raman Nagar,12.981,77.667,700,50000,15000,Full Furnished,5-10 years ,Bachelors,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-c-v-raman-nagar-bangalore-for-rs-15000/8a9fb98276f947b90176f98f9d150362/detail
168,2, Haralur,12.899,77.657,800,100000,18000,Semi Furnished,Newly Constructed,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-haralur-bangalore-for-rs-18000/8a9f920773e358d80173e680e3d2057c/detail
170,1, Electronic City,12.843,77.647,600,25000,9000,Semi Furnished,3-5 years ,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-electronics-city-phase-1-electronic-city-bangalore-for-rs-9000/8a9f90836fc34728016fc5e8c5d426f5/detail
171,1, Hsr Layout,12.908,77.649,600,50000,14000,Semi Furnished,5-10 years ,All,18-Jan-2021,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-hsr-layout-bangalore-for-rs-14000/ff8081815e5b632a015e5ce854f424ab/detail
172,2, Bellandur,12.927,77.676,935,100000,18000,Semi Furnished,>10 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-bellandur-bangalore-for-rs-18000/ff8081814c2dea94014c3cfc170623f5/detail
174,3, Kodihalli,12.96,77.645,1450,250000,36000,Semi Furnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-kodihalli-bangalore-for-rs-36000/8a9f82d3756e060101756e53d50a2d6a/detail
175,2, Whitefield,12.951,77.718,1203,200000,30000,Semi Furnished,1-3 years ,Family,01-Feb-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-whitefield-bangalore-for-rs-30000/8a9f9357730a5af701730af80b073e43/detail
176,2, Jp Nagar,12.901,77.59,800,60000,12000,Semi Furnished,3-5 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-jp-nagar-bangalore-for-rs-12000/ff8081815e4c7f52015e4da3323d2cb4/detail
177,2, Yeshwanthpur,13.025,77.549,1400,350000,35000,Semi Furnished,5-10 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-yeshwanthpur-bangalore-for-rs-35000/8a9f82996fd71f42016fd729c79f057c/detail
178,2, Varthur,12.93,77.74,1216,200000,27000,Semi Furnished,1-3 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-varthur-bangalore-for-rs-27000/8a9fa882769f290601769f5499470c41/detail
179,3, Kasavanahalli,12.898,77.678,1888,200000,38000,Full Furnished,Newly Constructed,Family,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-kasavanahalli-bangalore-for-rs-38000/8a9f8aec701f5556017022ddc61a25d8/detail
180,2, Domlur,12.961,77.639,1100,100000,24000,Semi Furnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-domlur-bangalore-for-rs-24000/ff80818160556a2d016055ef362a2089/detail
182,2, Malleshwaram,13.008,77.561,700,100000,12000,Semi Furnished,>10 years ,Family,20-Jan-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-13th-main-road-malleshwaram-bangalore-for-rs-12000/8a9f998276e2bfd60176e2ef6eda1208/detail
184,2, Hsr Layout,12.895,77.645,1034,200000,26000,Semi Furnished,1-3 years ,Family,17-Feb-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-hsr-layout-bangalore-for-rs-26000/ff808181699115260169921887275259/detail
185,2, Bellandur,12.927,77.67,1100,100000,20000,Semi Furnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-bellandur-bangalore-for-rs-20000/ff808181671bdf0a01671c1636352315/detail
187,2, Whitefield,12.947,77.718,1335,110000,21000,Full Furnished,3-5 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-whitefield-bangalore-for-rs-21000/ff80818161742351016175a25964414f/detail
188,2, Hebbal,13.039,77.599,1200,130000,13000,Semi Furnished,5-10 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-hebbal-bangalore-for-rs-13000/ff8081815f0491da015f04ecafee24c9/detail
